States,Regions,latitude,longitude,Dates,Usage
Sikkim,ER,27.3333303,88.6166475,14/05/2019,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,14/05/2019,2.4
Assam,NER,26.7499809,94.21666744,14/05/2019,29.2
Manipur,NER,24.79997072,93.95001705,14/05/2019,2.5
Meghalaya,NER,25.57049217,91.8800142,14/05/2019,5.4
Mizoram,NER,23.71039899,92.72001461,14/05/2019,2.1
Nagaland,NER,25.6669979,94.11657019,14/05/2019,2.2
Tripura,NER,23.83540428,91.27999914,14/05/2019,4.9
Punjab,NR,31.51997398,75.98000281,15/05/2019,229.6
Haryana,NR,28.45000633,77.01999101,15/05/2019,183.2
Rajasthan,NR,26.44999921,74.63998124,15/05/2019,219.3
Delhi,NR,28.6699929,77.23000403,15/05/2019,115.2
UP,NR,27.59998069,78.05000565,15/05/2019,372.2
Uttarakhand,NR,30.32040895,78.05000565,15/05/2019,40.7
HP,NR,31.10002545,77.16659704,15/05/2019,29.5
J&K,NR,33.45,76.24,15/05/2019,37
Chandigarh,NR,30.71999697,76.78000565,15/05/2019,6
Chhattisgarh,WR,22.09042035,82.15998734,15/05/2019,100.1
Gujarat,WR,22.2587,71.1924,15/05/2019,346.8
MP,WR,21.30039105,76.13001949,15/05/2019,197.9
Maharashtra,WR,19.25023195,73.16017493,15/05/2019,423.8
Goa,WR,15.491997,73.81800065,15/05/2019,11.3
DNH,WR,20.26657819,73.0166178,15/05/2019,19
Andhra Pradesh,SR,14.7504291,78.57002559,15/05/2019,174.1
Telangana,SR,18.1124,79.0193,15/05/2019,199
Karnataka,SR,12.57038129,76.91999711,15/05/2019,163.7
Kerala,SR,8.900372741,76.56999263,15/05/2019,65.7
Tamil Nadu,SR,12.92038576,79.15004187,15/05/2019,312.5
Pondy,SR,11.93499371,79.83000037,15/05/2019,8.5
Bihar,ER,25.78541445,87.4799727,15/05/2019,90.6
Jharkhand,ER,23.80039349,86.41998572,15/05/2019,22.7
Odisha,ER,19.82042971,85.90001746,15/05/2019,86.9
West Bengal,ER,22.58039044,88.32994665,15/05/2019,174.5
Sikkim,ER,27.3333303,88.6166475,15/05/2019,0.9
Arunachal Pradesh,NER,27.10039878,93.61660071,15/05/2019,2.3
Assam,NER,26.7499809,94.21666744,15/05/2019,31.7
Manipur,NER,24.79997072,93.95001705,15/05/2019,2.6
Meghalaya,NER,25.57049217,91.8800142,15/05/2019,5.6
Mizoram,NER,23.71039899,92.72001461,15/05/2019,1.9
Nagaland,NER,25.6669979,94.11657019,15/05/2019,2.3
Tripura,NER,23.83540428,91.27999914,15/05/2019,4.7
Punjab,NR,31.51997398,75.98000281,16/05/2019,220.4
Haryana,NR,28.45000633,77.01999101,16/05/2019,177.2
Rajasthan,NR,26.44999921,74.63998124,16/05/2019,218.3
Delhi,NR,28.6699929,77.23000403,16/05/2019,109.3
UP,NR,27.59998069,78.05000565,16/05/2019,357.5
Uttarakhand,NR,30.32040895,78.05000565,16/05/2019,39.5
HP,NR,31.10002545,77.16659704,16/05/2019,29.5
J&K,NR,33.45,76.24,16/05/2019,42.5
Chandigarh,NR,30.71999697,76.78000565,16/05/2019,5.5
Chhattisgarh,WR,22.09042035,82.15998734,16/05/2019,96.7
Gujarat,WR,22.2587,71.1924,16/05/2019,338.8
MP,WR,21.30039105,76.13001949,16/05/2019,185.2
Maharashtra,WR,19.25023195,73.16017493,16/05/2019,400.5
Goa,WR,15.491997,73.81800065,16/05/2019,11.3
DNH,WR,20.26657819,73.0166178,16/05/2019,19
Andhra Pradesh,SR,14.7504291,78.57002559,16/05/2019,158.7
Telangana,SR,18.1124,79.0193,16/05/2019,174.1
Karnataka,SR,12.57038129,76.91999711,16/05/2019,174.8
Kerala,SR,8.900372741,76.56999263,16/05/2019,65.6
Tamil Nadu,SR,12.92038576,79.15004187,16/05/2019,300.7
Pondy,SR,11.93499371,79.83000037,16/05/2019,8.4
Bihar,ER,25.78541445,87.4799727,16/05/2019,97.1
Jharkhand,ER,23.80039349,86.41998572,16/05/2019,23.2
Odisha,ER,19.82042971,85.90001746,16/05/2019,86.2
West Bengal,ER,22.58039044,88.32994665,16/05/2019,172.5
Sikkim,ER,27.3333303,88.6166475,16/05/2019,0.9
Arunachal Pradesh,NER,27.10039878,93.61660071,16/05/2019,2.3
Assam,NER,26.7499809,94.21666744,16/05/2019,31.4
Manipur,NER,24.79997072,93.95001705,16/05/2019,2.6
Meghalaya,NER,25.57049217,91.8800142,16/05/2019,5.6
Mizoram,NER,23.71039899,92.72001461,16/05/2019,1.7
Nagaland,NER,25.6669979,94.11657019,16/05/2019,2.2
Tripura,NER,23.83540428,91.27999914,16/05/2019,5
Punjab,NR,31.51997398,75.98000281,17/05/2019,206.3
Haryana,NR,28.45000633,77.01999101,17/05/2019,157.8
Rajasthan,NR,26.44999921,74.63998124,17/05/2019,198.7
Delhi,NR,28.6699929,77.23000403,17/05/2019,100.7
UP,NR,27.59998069,78.05000565,17/05/2019,359.1
Uttarakhand,NR,30.32040895,78.05000565,17/05/2019,38.3
HP,NR,31.10002545,77.16659704,17/05/2019,28.9
J&K,NR,33.45,76.24,17/05/2019,40.5
Chandigarh,NR,30.71999697,76.78000565,17/05/2019,4.9
Chhattisgarh,WR,22.09042035,82.15998734,17/05/2019,91.7
Gujarat,WR,22.2587,71.1924,17/05/2019,334.6
MP,WR,21.30039105,76.13001949,17/05/2019,183.2
Maharashtra,WR,19.25023195,73.16017493,17/05/2019,374
Goa,WR,15.491997,73.81800065,17/05/2019,11.3
DNH,WR,20.26657819,73.0166178,17/05/2019,18.7
Andhra Pradesh,SR,14.7504291,78.57002559,17/05/2019,154.9
Telangana,SR,18.1124,79.0193,17/05/2019,167.8
Karnataka,SR,12.57038129,76.91999711,17/05/2019,165.4
Kerala,SR,8.900372741,76.56999263,17/05/2019,66.3
Tamil Nadu,SR,12.92038576,79.15004187,17/05/2019,305.3
Pondy,SR,11.93499371,79.83000037,17/05/2019,8
Bihar,ER,25.78541445,87.4799727,17/05/2019,91.9
Jharkhand,ER,23.80039349,86.41998572,17/05/2019,22.2
Odisha,ER,19.82042971,85.90001746,17/05/2019,87.9
West Bengal,ER,22.58039044,88.32994665,17/05/2019,166
Sikkim,ER,27.3333303,88.6166475,17/05/2019,0.8
Arunachal Pradesh,NER,27.10039878,93.61660071,17/05/2019,2.3
Assam,NER,26.7499809,94.21666744,17/05/2019,30.5
Manipur,NER,24.79997072,93.95001705,17/05/2019,2.4
Meghalaya,NER,25.57049217,91.8800142,17/05/2019,5.7
Mizoram,NER,23.71039899,92.72001461,17/05/2019,1.6
Nagaland,NER,25.6669979,94.11657019,17/05/2019,2.3
Tripura,NER,23.83540428,91.27999914,17/05/2019,4.6
Punjab,NR,31.51997398,75.98000281,18/05/2019,210.9
Haryana,NR,28.45000633,77.01999101,18/05/2019,153.9
Rajasthan,NR,26.44999921,74.63998124,18/05/2019,159.3
Delhi,NR,28.6699929,77.23000403,18/05/2019,98.9
UP,NR,27.59998069,78.05000565,18/05/2019,364.1
Uttarakhand,NR,30.32040895,78.05000565,18/05/2019,37.4
HP,NR,31.10002545,77.16659704,18/05/2019,26.3
J&K,NR,33.45,76.24,18/05/2019,37.3
Chandigarh,NR,30.71999697,76.78000565,18/05/2019,4.9
Chhattisgarh,WR,22.09042035,82.15998734,18/05/2019,93.7
Gujarat,WR,22.2587,71.1924,18/05/2019,314.9
MP,WR,21.30039105,76.13001949,18/05/2019,175.8
Maharashtra,WR,19.25023195,73.16017493,18/05/2019,364.8
Goa,WR,15.491997,73.81800065,18/05/2019,11.3
DNH,WR,20.26657819,73.0166178,18/05/2019,18.7
Andhra Pradesh,SR,14.7504291,78.57002559,18/05/2019,151
Telangana,SR,18.1124,79.0193,18/05/2019,161.1
Karnataka,SR,12.57038129,76.91999711,18/05/2019,160.8
Kerala,SR,8.900372741,76.56999263,18/05/2019,62.2
Tamil Nadu,SR,12.92038576,79.15004187,18/05/2019,284.4
Pondy,SR,11.93499371,79.83000037,18/05/2019,7.4
Bihar,ER,25.78541445,87.4799727,18/05/2019,91.4
Jharkhand,ER,23.80039349,86.41998572,18/05/2019,21.8
Odisha,ER,19.82042971,85.90001746,18/05/2019,89
West Bengal,ER,22.58039044,88.32994665,18/05/2019,151.3
Sikkim,ER,27.3333303,88.6166475,18/05/2019,0.5
Arunachal Pradesh,NER,27.10039878,93.61660071,18/05/2019,2.3
Assam,NER,26.7499809,94.21666744,18/05/2019,30.9
Manipur,NER,24.79997072,93.95001705,18/05/2019,2.6
Meghalaya,NER,25.57049217,91.8800142,18/05/2019,5.5
Mizoram,NER,23.71039899,92.72001461,18/05/2019,1.6
Nagaland,NER,25.6669979,94.11657019,18/05/2019,2.3
Tripura,NER,23.83540428,91.27999914,18/05/2019,4.8
Punjab,NR,31.51997398,75.98000281,19/05/2019,122.1
Haryana,NR,28.45000633,77.01999101,19/05/2019,128.2
Rajasthan,NR,26.44999921,74.63998124,19/05/2019,205.5
Delhi,NR,28.6699929,77.23000403,19/05/2019,91.9
UP,NR,27.59998069,78.05000565,19/05/2019,342.3
Uttarakhand,NR,30.32040895,78.05000565,19/05/2019,38.3
HP,NR,31.10002545,77.16659704,19/05/2019,25.4
J&K,NR,33.45,76.24,19/05/2019,44.2
Chandigarh,NR,30.71999697,76.78000565,19/05/2019,4.1
Chhattisgarh,WR,22.09042035,82.15998734,19/05/2019,99.9
Gujarat,WR,22.2587,71.1924,19/05/2019,381.2
MP,WR,21.30039105,76.13001949,19/05/2019,206.1
Maharashtra,WR,19.25023195,73.16017493,19/05/2019,495
Goa,WR,15.491997,73.81800065,19/05/2019,13.8
DNH,WR,20.26657819,73.0166178,19/05/2019,18.7
Andhra Pradesh,SR,14.7504291,78.57002559,19/05/2019,177.6
Telangana,SR,18.1124,79.0193,19/05/2019,161.6
Karnataka,SR,12.57038129,76.91999711,19/05/2019,235.4
Kerala,SR,8.900372741,76.56999263,19/05/2019,79.3
Tamil Nadu,SR,12.92038576,79.15004187,19/05/2019,324.7
Pondy,SR,11.93499371,79.83000037,19/05/2019,8.9
Bihar,ER,25.78541445,87.4799727,19/05/2019,93.5
Jharkhand,ER,23.80039349,86.41998572,19/05/2019,23.4
Odisha,ER,19.82042971,85.90001746,19/05/2019,79.9
West Bengal,ER,22.58039044,88.32994665,19/05/2019,151.5
Sikkim,ER,27.3333303,88.6166475,19/05/2019,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,19/05/2019,1.9
Assam,NER,26.7499809,94.21666744,19/05/2019,23.8
Manipur,NER,24.79997072,93.95001705,19/05/2019,2.6
Meghalaya,NER,25.57049217,91.8800142,19/05/2019,5
Mizoram,NER,23.71039899,92.72001461,19/05/2019,1.6
Nagaland,NER,25.6669979,94.11657019,19/05/2019,2.1
Tripura,NER,23.83540428,91.27999914,19/05/2019,4.3
Punjab,NR,31.51997398,75.98000281,20/05/2019,129
Haryana,NR,28.45000633,77.01999101,20/05/2019,138.6
Rajasthan,NR,26.44999921,74.63998124,20/05/2019,216.8
Delhi,NR,28.6699929,77.23000403,20/05/2019,99.3
UP,NR,27.59998069,78.05000565,20/05/2019,362
Uttarakhand,NR,30.32040895,78.05000565,20/05/2019,39.5
HP,NR,31.10002545,77.16659704,20/05/2019,26
J&K,NR,33.45,76.24,20/05/2019,43
Chandigarh,NR,30.71999697,76.78000565,20/05/2019,4.4
Chhattisgarh,WR,22.09042035,82.15998734,20/05/2019,100.5
Gujarat,WR,22.2587,71.1924,20/05/2019,359.9
MP,WR,21.30039105,76.13001949,20/05/2019,212
Maharashtra,WR,19.25023195,73.16017493,20/05/2019,494.5
Goa,WR,15.491997,73.81800065,20/05/2019,13.8
DNH,WR,20.26657819,73.0166178,20/05/2019,16.2
Andhra Pradesh,SR,14.7504291,78.57002559,20/05/2019,178.2
Telangana,SR,18.1124,79.0193,20/05/2019,164.1
Karnataka,SR,12.57038129,76.91999711,20/05/2019,230.6
Kerala,SR,8.900372741,76.56999263,20/05/2019,68.5
Tamil Nadu,SR,12.92038576,79.15004187,20/05/2019,323.2
Pondy,SR,11.93499371,79.83000037,20/05/2019,9
Bihar,ER,25.78541445,87.4799727,20/05/2019,89.4
Jharkhand,ER,23.80039349,86.41998572,20/05/2019,24.1
Odisha,ER,19.82042971,85.90001746,20/05/2019,90.8
West Bengal,ER,22.58039044,88.32994665,20/05/2019,160.4
Sikkim,ER,27.3333303,88.6166475,20/05/2019,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,20/05/2019,2.2
Assam,NER,26.7499809,94.21666744,20/05/2019,25.8
Manipur,NER,24.79997072,93.95001705,20/05/2019,2.6
Meghalaya,NER,25.57049217,91.8800142,20/05/2019,5.5
Mizoram,NER,23.71039899,92.72001461,20/05/2019,1.7
Nagaland,NER,25.6669979,94.11657019,20/05/2019,2.2
Tripura,NER,23.83540428,91.27999914,20/05/2019,5.3
Punjab,NR,31.51997398,75.98000281,21/05/2019,108.6
Haryana,NR,28.45000633,77.01999101,21/05/2019,141.7
Rajasthan,NR,26.44999921,74.63998124,21/05/2019,221.1
Delhi,NR,28.6699929,77.23000403,21/05/2019,106.7
UP,NR,27.59998069,78.05000565,21/05/2019,380.7
Uttarakhand,NR,30.32040895,78.05000565,21/05/2019,41.2
HP,NR,31.10002545,77.16659704,21/05/2019,24.8
J&K,NR,33.45,76.24,21/05/2019,33.7
Chandigarh,NR,30.71999697,76.78000565,21/05/2019,4.6
Chhattisgarh,WR,22.09042035,82.15998734,21/05/2019,102.6
Gujarat,WR,22.2587,71.1924,21/05/2019,379.2
MP,WR,21.30039105,76.13001949,21/05/2019,216.4
Maharashtra,WR,19.25023195,73.16017493,21/05/2019,500.6
Goa,WR,15.491997,73.81800065,21/05/2019,13.8
DNH,WR,20.26657819,73.0166178,21/05/2019,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,21/05/2019,186.1
Telangana,SR,18.1124,79.0193,21/05/2019,171.1
Karnataka,SR,12.57038129,76.91999711,21/05/2019,233.1
Kerala,SR,8.900372741,76.56999263,21/05/2019,77.4
Tamil Nadu,SR,12.92038576,79.15004187,21/05/2019,337.7
Pondy,SR,11.93499371,79.83000037,21/05/2019,8.9
Bihar,ER,25.78541445,87.4799727,21/05/2019,98.1
Jharkhand,ER,23.80039349,86.41998572,21/05/2019,25.1
Odisha,ER,19.82042971,85.90001746,21/05/2019,92
West Bengal,ER,22.58039044,88.32994665,21/05/2019,170
Sikkim,ER,27.3333303,88.6166475,21/05/2019,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,21/05/2019,2.1
Assam,NER,26.7499809,94.21666744,21/05/2019,27.1
Manipur,NER,24.79997072,93.95001705,21/05/2019,2.6
Meghalaya,NER,25.57049217,91.8800142,21/05/2019,5.4
Mizoram,NER,23.71039899,92.72001461,21/05/2019,1.8
Nagaland,NER,25.6669979,94.11657019,21/05/2019,2
Tripura,NER,23.83540428,91.27999914,21/05/2019,5.6
Punjab,NR,31.51997398,75.98000281,22/05/2019,126.4
Haryana,NR,28.45000633,77.01999101,22/05/2019,144.5
Rajasthan,NR,26.44999921,74.63998124,22/05/2019,226.7
Delhi,NR,28.6699929,77.23000403,22/05/2019,111.4
UP,NR,27.59998069,78.05000565,22/05/2019,387.1
Uttarakhand,NR,30.32040895,78.05000565,22/05/2019,40.5
HP,NR,31.10002545,77.16659704,22/05/2019,25.4
J&K,NR,33.45,76.24,22/05/2019,41.7
Chandigarh,NR,30.71999697,76.78000565,22/05/2019,4.8
Chhattisgarh,WR,22.09042035,82.15998734,22/05/2019,103.9
Gujarat,WR,22.2587,71.1924,22/05/2019,387.3
MP,WR,21.30039105,76.13001949,22/05/2019,219.3
Maharashtra,WR,19.25023195,73.16017493,22/05/2019,513.1
Goa,WR,15.491997,73.81800065,22/05/2019,13.5
DNH,WR,20.26657819,73.0166178,22/05/2019,19
Andhra Pradesh,SR,14.7504291,78.57002559,22/05/2019,189.3
Telangana,SR,18.1124,79.0193,22/05/2019,176
Karnataka,SR,12.57038129,76.91999711,22/05/2019,241.9
Kerala,SR,8.900372741,76.56999263,22/05/2019,78.4
Tamil Nadu,SR,12.92038576,79.15004187,22/05/2019,342.2
Pondy,SR,11.93499371,79.83000037,22/05/2019,9.1
Bihar,ER,25.78541445,87.4799727,22/05/2019,99.8
Jharkhand,ER,23.80039349,86.41998572,22/05/2019,26.5
Odisha,ER,19.82042971,85.90001746,22/05/2019,95.4
West Bengal,ER,22.58039044,88.32994665,22/05/2019,181.2
Sikkim,ER,27.3333303,88.6166475,22/05/2019,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,22/05/2019,2.2
Assam,NER,26.7499809,94.21666744,22/05/2019,28.9
Manipur,NER,24.79997072,93.95001705,22/05/2019,2.8
Meghalaya,NER,25.57049217,91.8800142,22/05/2019,5
Mizoram,NER,23.71039899,92.72001461,22/05/2019,1.8
Nagaland,NER,25.6669979,94.11657019,22/05/2019,2.1
Tripura,NER,23.83540428,91.27999914,22/05/2019,5.4
Punjab,NR,31.51997398,75.98000281,23/05/2019,132.7
Haryana,NR,28.45000633,77.01999101,23/05/2019,146.7
Rajasthan,NR,26.44999921,74.63998124,23/05/2019,226.5
Delhi,NR,28.6699929,77.23000403,23/05/2019,109.7
UP,NR,27.59998069,78.05000565,23/05/2019,387.1
Uttarakhand,NR,30.32040895,78.05000565,23/05/2019,41.2
HP,NR,31.10002545,77.16659704,23/05/2019,27.5
J&K,NR,33.45,76.24,23/05/2019,42.6
Chandigarh,NR,30.71999697,76.78000565,23/05/2019,4.8
Chhattisgarh,WR,22.09042035,82.15998734,23/05/2019,105.5
Gujarat,WR,22.2587,71.1924,23/05/2019,392.9
MP,WR,21.30039105,76.13001949,23/05/2019,221
Maharashtra,WR,19.25023195,73.16017493,23/05/2019,511.8
Goa,WR,15.491997,73.81800065,23/05/2019,13.5
DNH,WR,20.26657819,73.0166178,23/05/2019,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,23/05/2019,193.3
Telangana,SR,18.1124,79.0193,23/05/2019,176.9
Karnataka,SR,12.57038129,76.91999711,23/05/2019,236.5
Kerala,SR,8.900372741,76.56999263,23/05/2019,84.3
Tamil Nadu,SR,12.92038576,79.15004187,23/05/2019,352.2
Pondy,SR,11.93499371,79.83000037,23/05/2019,9.1
Bihar,ER,25.78541445,87.4799727,23/05/2019,99.6
Jharkhand,ER,23.80039349,86.41998572,23/05/2019,27.4
Odisha,ER,19.82042971,85.90001746,23/05/2019,96.5
West Bengal,ER,22.58039044,88.32994665,23/05/2019,178.9
Sikkim,ER,27.3333303,88.6166475,23/05/2019,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,23/05/2019,2.3
Assam,NER,26.7499809,94.21666744,23/05/2019,27
Manipur,NER,24.79997072,93.95001705,23/05/2019,2.7
Meghalaya,NER,25.57049217,91.8800142,23/05/2019,5.3
Mizoram,NER,23.71039899,92.72001461,23/05/2019,1.9
Nagaland,NER,25.6669979,94.11657019,23/05/2019,2.1
Tripura,NER,23.83540428,91.27999914,23/05/2019,5.1
Punjab,NR,31.51997398,75.98000281,24/05/2019,133.3
Haryana,NR,28.45000633,77.01999101,24/05/2019,143.3
Rajasthan,NR,26.44999921,74.63998124,24/05/2019,228.3
Delhi,NR,28.6699929,77.23000403,24/05/2019,103.2
UP,NR,27.59998069,78.05000565,24/05/2019,364
Uttarakhand,NR,30.32040895,78.05000565,24/05/2019,40.9
HP,NR,31.10002545,77.16659704,24/05/2019,28.1
J&K,NR,33.45,76.24,24/05/2019,46.3
Chandigarh,NR,30.71999697,76.78000565,24/05/2019,4.5
Chhattisgarh,WR,22.09042035,82.15998734,24/05/2019,104
Gujarat,WR,22.2587,71.1924,24/05/2019,389.6
MP,WR,21.30039105,76.13001949,24/05/2019,221
Maharashtra,WR,19.25023195,73.16017493,24/05/2019,513.3
Goa,WR,15.491997,73.81800065,24/05/2019,13.5
DNH,WR,20.26657819,73.0166178,24/05/2019,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,24/05/2019,193.3
Telangana,SR,18.1124,79.0193,24/05/2019,176.9
Karnataka,SR,12.57038129,76.91999711,24/05/2019,236.5
Kerala,SR,8.900372741,76.56999263,24/05/2019,84.3
Tamil Nadu,SR,12.92038576,79.15004187,24/05/2019,352.2
Pondy,SR,11.93499371,79.83000037,24/05/2019,9.1
Bihar,ER,25.78541445,87.4799727,24/05/2019,99.6
Jharkhand,ER,23.80039349,86.41998572,24/05/2019,27.4
Odisha,ER,19.82042971,85.90001746,24/05/2019,96.5
West Bengal,ER,22.58039044,88.32994665,24/05/2019,178.9
Sikkim,ER,27.3333303,88.6166475,24/05/2019,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,24/05/2019,2.3
Assam,NER,26.7499809,94.21666744,24/05/2019,27
Manipur,NER,24.79997072,93.95001705,24/05/2019,2.7
Meghalaya,NER,25.57049217,91.8800142,24/05/2019,5.3
Mizoram,NER,23.71039899,92.72001461,24/05/2019,1.9
Nagaland,NER,25.6669979,94.11657019,24/05/2019,2.1
Tripura,NER,23.83540428,91.27999914,24/05/2019,5.1
Punjab,NR,31.51997398,75.98000281,25/05/2019,126.3
Haryana,NR,28.45000633,77.01999101,25/05/2019,132.9
Rajasthan,NR,26.44999921,74.63998124,25/05/2019,224.7
Delhi,NR,28.6699929,77.23000403,25/05/2019,98.7
UP,NR,27.59998069,78.05000565,25/05/2019,358.7
Uttarakhand,NR,30.32040895,78.05000565,25/05/2019,38.7
HP,NR,31.10002545,77.16659704,25/05/2019,25.7
J&K,NR,33.45,76.24,25/05/2019,44.2
Chandigarh,NR,30.71999697,76.78000565,25/05/2019,4.1
Chhattisgarh,WR,22.09042035,82.15998734,25/05/2019,104.1
Gujarat,WR,22.2587,71.1924,25/05/2019,375.4
MP,WR,21.30039105,76.13001949,25/05/2019,217.3
Maharashtra,WR,19.25023195,73.16017493,25/05/2019,504.1
Goa,WR,15.491997,73.81800065,25/05/2019,13.5
DNH,WR,20.26657819,73.0166178,25/05/2019,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,25/05/2019,189
Telangana,SR,18.1124,79.0193,25/05/2019,171.1
Karnataka,SR,12.57038129,76.91999711,25/05/2019,219.1
Kerala,SR,8.900372741,76.56999263,25/05/2019,79.3
Tamil Nadu,SR,12.92038576,79.15004187,25/05/2019,325.7
Pondy,SR,11.93499371,79.83000037,25/05/2019,8.3
Bihar,ER,25.78541445,87.4799727,25/05/2019,94.2
Jharkhand,ER,23.80039349,86.41998572,25/05/2019,26.5
Odisha,ER,19.82042971,85.90001746,25/05/2019,94.6
West Bengal,ER,22.58039044,88.32994665,25/05/2019,177.7
Sikkim,ER,27.3333303,88.6166475,25/05/2019,1
Arunachal Pradesh,NER,27.10039878,93.61660071,25/05/2019,2.1
Assam,NER,26.7499809,94.21666744,25/05/2019,22
Manipur,NER,24.79997072,93.95001705,25/05/2019,1.9
Meghalaya,NER,25.57049217,91.8800142,25/05/2019,5.3
Mizoram,NER,23.71039899,92.72001461,25/05/2019,1.8
Nagaland,NER,25.6669979,94.11657019,25/05/2019,2.2
Tripura,NER,23.83540428,91.27999914,25/05/2019,4.5
Punjab,NR,31.51997398,75.98000281,26/05/2019,86.3
Haryana,NR,28.45000633,77.01999101,26/05/2019,93
Rajasthan,NR,26.44999921,74.63998124,26/05/2019,178.7
Delhi,NR,28.6699929,77.23000403,26/05/2019,46.1
UP,NR,27.59998069,78.05000565,26/05/2019,240.8
Uttarakhand,NR,30.32040895,78.05000565,26/05/2019,22.5
HP,NR,31.10002545,77.16659704,26/05/2019,13
J&K,NR,33.45,76.24,26/05/2019,45.6
Chandigarh,NR,30.71999697,76.78000565,26/05/2019,2.4
Chhattisgarh,WR,22.09042035,82.15998734,26/05/2019,81.6
Gujarat,WR,22.2587,71.1924,26/05/2019,282.4
MP,WR,21.30039105,76.13001949,26/05/2019,182.1
Maharashtra,WR,19.25023195,73.16017493,26/05/2019,395.6
Goa,WR,15.491997,73.81800065,26/05/2019,7.4
DNH,WR,20.26657819,73.0166178,26/05/2019,13.5
Andhra Pradesh,SR,14.7504291,78.57002559,26/05/2019,176.7
Telangana,SR,18.1124,79.0193,26/05/2019,219.7
Karnataka,SR,12.57038129,76.91999711,26/05/2019,226.4
Kerala,SR,8.900372741,76.56999263,26/05/2019,69.9
Tamil Nadu,SR,12.92038576,79.15004187,26/05/2019,276.5
Pondy,SR,11.93499371,79.83000037,26/05/2019,6.1
Bihar,ER,25.78541445,87.4799727,26/05/2019,68.2
Jharkhand,ER,23.80039349,86.41998572,26/05/2019,21.5
Odisha,ER,19.82042971,85.90001746,26/05/2019,66.5
West Bengal,ER,22.58039044,88.32994665,26/05/2019,100.4
Sikkim,ER,27.3333303,88.6166475,26/05/2019,1
Arunachal Pradesh,NER,27.10039878,93.61660071,26/05/2019,2.1
Assam,NER,26.7499809,94.21666744,26/05/2019,19
Manipur,NER,24.79997072,93.95001705,26/05/2019,2.4
Meghalaya,NER,25.57049217,91.8800142,26/05/2019,5.6
Mizoram,NER,23.71039899,92.72001461,26/05/2019,1.6
Nagaland,NER,25.6669979,94.11657019,26/05/2019,2.2
Tripura,NER,23.83540428,91.27999914,26/05/2019,3.1
Punjab,NR,31.51997398,75.98000281,27/05/2019,74.7
Haryana,NR,28.45000633,77.01999101,27/05/2019,92
Rajasthan,NR,26.44999921,74.63998124,27/05/2019,171.9
Delhi,NR,28.6699929,77.23000403,27/05/2019,48.7
UP,NR,27.59998069,78.05000565,27/05/2019,247.4
Uttarakhand,NR,30.32040895,78.05000565,27/05/2019,21.7
HP,NR,31.10002545,77.16659704,27/05/2019,20.5
J&K,NR,33.45,76.24,27/05/2019,44.7
Chandigarh,NR,30.71999697,76.78000565,27/05/2019,2.4
Chhattisgarh,WR,22.09042035,82.15998734,27/05/2019,86.4
Gujarat,WR,22.2587,71.1924,27/05/2019,291
MP,WR,21.30039105,76.13001949,27/05/2019,183.4
Maharashtra,WR,19.25023195,73.16017493,27/05/2019,403.6
Goa,WR,15.491997,73.81800065,27/05/2019,6.9
DNH,WR,20.26657819,73.0166178,27/05/2019,15
Andhra Pradesh,SR,14.7504291,78.57002559,27/05/2019,181.4
Telangana,SR,18.1124,79.0193,27/05/2019,224.9
Karnataka,SR,12.57038129,76.91999711,27/05/2019,238.3
Kerala,SR,8.900372741,76.56999263,27/05/2019,75.3
Tamil Nadu,SR,12.92038576,79.15004187,27/05/2019,302.6
Pondy,SR,11.93499371,79.83000037,27/05/2019,7
Bihar,ER,25.78541445,87.4799727,27/05/2019,63
Jharkhand,ER,23.80039349,86.41998572,27/05/2019,23.2
Odisha,ER,19.82042971,85.90001746,27/05/2019,69.1
West Bengal,ER,22.58039044,88.32994665,27/05/2019,114.7
Sikkim,ER,27.3333303,88.6166475,27/05/2019,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,27/05/2019,1.9
Assam,NER,26.7499809,94.21666744,27/05/2019,21.5
Manipur,NER,24.79997072,93.95001705,27/05/2019,2.7
Meghalaya,NER,25.57049217,91.8800142,27/05/2019,5.8
Mizoram,NER,23.71039899,92.72001461,27/05/2019,1.8
Nagaland,NER,25.6669979,94.11657019,27/05/2019,2.1
Tripura,NER,23.83540428,91.27999914,27/05/2019,3.5
Punjab,NR,31.51997398,75.98000281,28/05/2019,69.6
Haryana,NR,28.45000633,77.01999101,28/05/2019,85.9
Rajasthan,NR,26.44999921,74.63998124,28/05/2019,171.4
Delhi,NR,28.6699929,77.23000403,28/05/2019,46
UP,NR,27.59998069,78.05000565,28/05/2019,241.6
Uttarakhand,NR,30.32040895,78.05000565,28/05/2019,19.5
HP,NR,31.10002545,77.16659704,28/05/2019,15.6
J&K,NR,33.45,76.24,28/05/2019,42.8
